year,estimated_yield_kg_per_ha,ndvi.early,ndvi.mid,ndvi.late,organic_carbon,nitrogen_kg_per_ha,phosphorus_kg_per_ha,potassium_kg_per_ha,annual_avg_rainfall_mm,monsoon_rainfall_mm,avg_annual_temp_C,avg_max_temp_C,avg_min_temp_C,avg_relative_humidity_pct,growing_degree_days_GDD,soil_ph,district_Barnala,district_Bathinda,district_Faridkot,district_Fatehgarh Sahib,district_Fazilka,district_Ferozepur,district_Firozpur,district_Gurdaspur,district_Hoshiarpur,district_Jalandhar,district_Kapurthala,district_Ludhiana,district_Malerkotla,district_Mansa,district_Moga,district_Mohali (SAS Nagar),district_Muktsar (Sri Muktsar Sahib),district_Pathankot,district_Patiala,district_Rupnagar (Ropar),district_Sangrur,district_Tarn Taran,season_Rabi,season_Zaid,crop_Cotton,crop_Maize,crop_Moong,crop_Mustard,crop_Paddy,crop_Sunflower,crop_Vegetables,crop_Wheat,monsoon_onset_doy,monsoon_end_doy,soil_type_Clay Loam,soil_type_Loamy,soil_type_Sandy,soil_type_Sandy Loam,soil_type_Silty Loam,predicted_yield_xgb_tuned
2024,1620,0.21,0.4,0.34,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,True,False,False,2094.1592
2024,2072,0.3,0.45,0.39,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,True,False,False,1859.3687
2024,4109,0.39,0.57,0.47,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,True,False,False,3955.674
2024,3108,0.38,0.49,0.43,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,True,False,False,2772.3638
2024,2732,0.21,0.34,0.27,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,True,False,False,2479.2275
2024,1838,0.27,0.4,0.32,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,True,False,False,2034.8048
2024,2174,0.23,0.41,0.36,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,True,False,False,2032.6383
2024,2266,0.35,0.53,0.48,0.81,284.0,10.0,238.0,650,488,24.0,32.0,16.0,65,5110,7.300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,True,False,False,2104.812
2023,2596,0.27,0.38,0.29,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,False,False,2828.074
2023,2329,0.21,0.34,0.27,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,2156.9426
2023,1540,0.35,0.51,0.42,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False,False,1746.1389
2023,3962,0.34,0.52,0.44,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,3975.07
2023,2660,0.35,0.5,0.42,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False,False,2647.4114
2023,2481,0.22,0.32,0.24,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,False,False,2442.9824
2023,1839,0.26,0.41,0.31,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False,False,2008.2064
2023,1551,0.35,0.47,0.42,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,False,False,1994.7987
2023,2150,0.26,0.38,0.28,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False,False,2020.2701
2024,3663,0.37,0.55,0.49,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,False,False,3498.652
2024,1907,0.38,0.53,0.44,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,2052.6946
2024,1968,0.22,0.34,0.27,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False,False,1876.4163
2024,2672,0.36,0.55,0.5,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,3868.597
2024,2920,0.24,0.35,0.28,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False,False,2732.4348
2024,2217,0.39,0.52,0.44,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,False,False,2354.5688
2024,2421,0.39,0.59,0.53,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False,False,2075.296
2024,2030,0.3,0.43,0.37,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,False,False,1973.7341
2024,1870,0.3,0.41,0.35,0.85,282.0,24.0,160.0,565,424,24.5,32.5,16.5,71,5292,7.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False,False,1975.9628
2023,3335,0.38,0.5,0.44,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,True,False,3371.5776
2023,1997,0.25,0.42,0.33,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,True,False,2263.3687
2023,2151,0.25,0.42,0.35,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,True,False,2049.7397
2023,4696,0.31,0.42,0.33,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,True,False,4420.305
2023,3397,0.26,0.38,0.33,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,True,False,2963.277
2023,2762,0.2,0.35,0.29,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,True,False,2672.628
2023,2186,0.33,0.45,0.37,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,True,False,2156.5151
2023,1951,0.23,0.36,0.3,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,True,False,2155.59
2023,2313,0.38,0.57,0.51,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,True,False,2243.747
2024,3410,0.31,0.46,0.4,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,True,False,3387.5457
2024,1567,0.22,0.41,0.31,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,True,False,2296.4424
2024,2097,0.27,0.44,0.35,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,True,False,2042.4402
2024,4113,0.38,0.56,0.48,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,True,False,4026.0427
2024,3096,0.2,0.31,0.23,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,True,False,2991.9895
2024,2814,0.2,0.32,0.24,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,True,False,2676.4846
2024,2397,0.24,0.41,0.35,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,True,False,2174.6443
2024,2127,0.27,0.44,0.36,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,True,False,2132.0437
2024,2282,0.31,0.42,0.35,0.58,248.0,10.0,233.0,430,322,24.5,34.5,14.5,66,5292,7.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,True,False,2181.2764
2023,3551,0.25,0.37,0.27,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,False,False,3318.5598
2023,1928,0.33,0.51,0.43,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,2160.0244
2023,1559,0.32,0.47,0.41,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False,False,1875.2024
2023,4488,0.2,0.36,0.3,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,4295.963
2023,2756,0.39,0.59,0.49,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False,False,2807.3184
2023,2722,0.39,0.59,0.5,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,False,False,2484.3623
2023,1722,0.26,0.4,0.31,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False,False,1969.3375
2023,1846,0.31,0.5,0.42,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,False,False,2022.0745
2023,2317,0.31,0.42,0.34,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False,False,2018.2913
2024,3220,0.35,0.52,0.43,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,False,False,3321.6304
2024,2091,0.27,0.4,0.31,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,2173.2405
2024,1864,0.38,0.53,0.45,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False,False,1885.2614
2024,4116,0.36,0.52,0.43,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,4068.4998
2024,2861,0.27,0.41,0.36,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False,False,2752.0667
2024,1963,0.32,0.42,0.35,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,False,False,2457.4048
2024,2107,0.32,0.42,0.37,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False,False,1991.0916
2024,2468,0.36,0.5,0.44,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,False,False,2035.5311
2024,2038,0.24,0.4,0.35,0.84,201.0,20.0,222.0,420,315,24.0,33.0,15.0,70,5110,7.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False,False,2010.0486
2023,3745,0.21,0.36,0.28,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,False,True,3318.7478
2023,2248,0.4,0.55,0.48,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False,True,2135.266
2023,1607,0.36,0.49,0.42,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False,True,1750.1461
2023,4830,0.23,0.35,0.29,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False,True,4422.7354
2023,2932,0.31,0.48,0.4,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False,True,2766.7903
2023,2995,0.32,0.46,0.4,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,False,True,2470.1438
2023,1928,0.27,0.45,0.4,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False,True,2111.5918
2023,2561,0.22,0.37,0.3,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,False,True,2140.766
2023,2462,0.23,0.37,0.3,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False,True,2176.6748
2024,3729,0.21,0.35,0.27,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,False,False,False,False,True,3410.403
2024,1939,0.3,0.49,0.41,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False,True,2104.5444
2024,1815,0.32,0.51,0.43,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False,True,1749.703
2024,4343,0.28,0.44,0.37,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False,True,4327.218
2024,2824,0.28,0.48,0.38,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False,True,2771.5537
2024,2354,0.24,0.35,0.29,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,False,True,2503.1091
2024,2062,0.26,0.44,0.39,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False,True,2099.9944
2024,2285,0.36,0.49,0.43,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,False,False,False,False,True,2163.3535
2024,2435,0.38,0.55,0.46,0.78,242.0,15.0,198.0,420,315,24.0,32.0,16.0,70,5110,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False,True,2221.3691
