year,estimated_yield_kg_per_ha,ndvi.early,ndvi.mid,ndvi.late,organic_carbon,nitrogen_kg_per_ha,phosphorus_kg_per_ha,potassium_kg_per_ha,annual_avg_rainfall_mm,monsoon_rainfall_mm,avg_annual_temp_C,avg_max_temp_C,avg_min_temp_C,avg_relative_humidity_pct,growing_degree_days_GDD,soil_ph,season_Rabi,season_Zaid,monsoon_onset_day,monsoon_end_day,predicted_yield_tuned,district_Angul,district_Balangir,district_Balasore,district_Bargarh,district_Bhadrak,district_Boudh,district_Cuttack,district_Deogarh,district_Dhenkanal,district_Gajapati,district_Ganjam,district_Jagatsinghpur,district_Jajpur,district_Jharsuguda,district_Kalahandi,district_Kandhamal,district_Kendrapara,district_Kendujhar,district_Khordha,district_Koraput,district_Malkangiri,district_Mayurbhanj,district_Nabarangpur,district_Nayagarh,district_Nuapada,district_Puri,district_Rayagada,district_Sambalpur,district_Subarnapur,district_Sundargarh,soil_type_Alluvial,soil_type_Red_Yellow,soil_type_Laterite,soil_type_Mixed_Red_Black,crop_Paddy,crop_Maize,crop_Moong,crop_Mustard,crop_Sunflower,crop_Vegetables,crop_Jute,season_Kharif
2024,1620,0.54,0.65,0.61,0.41,371.8,22.3,218.7,1564,1021,26.9,34.9,21.5,72.4,5110,5.82,True,False,,,2094.1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False
2024,2072,0.39,0.58,0.6,0.67,300.0,17.4,209.2,1250,1063,24.4,32.4,21.5,62.6,5110,6.66,True,False,,,1859.3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,True
2024,4109,0.48,0.68,0.46,0.83,335.0,10.6,280.1,1463,989,25.2,35.5,21.2,76.4,5110,6.53,False,False,,,3955.674,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False,False,True
2024,3108,0.5,0.67,0.45,0.88,247.8,20.4,186.6,1482,1035,24.3,33.6,21.2,80.6,5110,6.15,False,False,,,2772.3638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,False,True,True,True,True
2024,2732,0.52,0.7,0.49,0.68,351.6,18.2,295.0,1226,1085,27.0,36.8,19.2,69.5,5110,6.91,False,False,,,2479.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False
2024,1838,0.43,0.58,0.58,0.66,352.0,20.4,293.7,1425,1077,25.5,33.9,18.3,79.4,5110,5.4,False,True,,,2034.8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,True
2024,2174,0.41,0.59,0.53,0.44,262.5,21.1,187.1,1476,927,25.8,34.7,19.6,84.1,5110,5.22,False,True,,,2032.6383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False
2024,2266,0.42,0.73,0.53,0.67,282.1,24.6,202.2,1485,1119,24.2,32.1,18.7,65.1,5110,6.71,False,True,,,2104.812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,True,False,False,False,False,False
2023,2596,0.49,0.7,0.63,0.59,241.9,17.8,284.3,1296,940,26.2,32.4,20.8,73.1,5292,5.88,True,False,,,2828.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False
2023,2329,0.51,0.73,0.63,0.7,395.3,13.8,295.0,1483,1127,24.6,34.4,19.4,67.2,5292,6.69,True,False,,,2156.9426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,True,False,False,True
2023,1540,0.39,0.7,0.63,0.59,329.1,19.0,216.5,1566,1091,26.7,34.9,21.9,79.8,5292,6.79,True,False,,,1746.1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False
2023,3962,0.42,0.67,0.51,0.52,386.9,9.2,198.1,1516,1044,24.6,35.6,20.6,74.4,5292,5.12,False,False,,,3975.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,True
2023,2660,0.53,0.68,0.59,0.45,260.7,23.3,228.9,1503,1100,24.6,33.7,21.3,75.9,5292,6.77,False,False,,,2647.4114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,True
2023,2481,0.51,0.73,0.5,0.56,356.4,10.0,253.2,1346,1111,24.1,36.2,18.5,79.9,5292,5.9,False,False,,,2442.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False
2023,1839,0.55,0.67,0.49,0.45,353.2,13.6,191.0,1203,1119,25.4,37.2,21.4,69.9,5292,6.02,False,True,,,2008.2064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False
2023,1551,0.5,0.68,0.49,0.49,338.3,21.9,260.5,1234,1139,25.7,36.7,21.7,82.9,5292,6.25,False,True,,,1994.7987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False
2023,2150,0.43,0.58,0.52,0.89,393.1,18.2,157.7,1391,945,24.2,32.2,19.9,73.3,5292,6.85,False,True,,,2020.2701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,True,False,False,False,False,True
2024,3663,0.47,0.64,0.54,0.62,278.7,14.7,157.4,1248,934,26.3,34.9,20.4,63.9,5292,5.04,True,False,,,3498.652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,True,False,False,False,True,False,True
2024,1907,0.48,0.69,0.62,0.67,226.1,16.0,207.9,1216,1152,25.4,32.6,21.1,77.4,5292,5.95,True,False,,,2052.6946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False,False,True,True,False,False,False
2024,1968,0.37,0.6,0.47,0.84,334.3,22.5,203.0,1371,981,25.6,33.5,18.7,79.8,5292,6.38,True,False,,,1876.4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,True,True,False,False,False,False,False,True
2024,2672,0.46,0.59,0.6,0.9,345.9,13.8,197.3,1419,1155,25.3,37.9,20.0,67.9,5292,6.45,False,False,,,3868.597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False
2024,2920,0.49,0.61,0.56,0.69,315.0,22.8,223.7,1357,1096,25.2,32.9,19.6,81.4,5292,6.39,False,False,,,2732.4348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,False,False,False,False,True
2024,2217,0.38,0.6,0.51,0.81,241.4,9.5,198.1,1245,909,25.7,35.0,18.6,82.7,5292,5.27,False,False,,,2354.5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,True
2024,2421,0.51,0.59,0.55,0.56,300.9,21.2,178.8,1572,1185,24.5,35.7,19.5,66.9,5292,5.6,False,True,,,2075.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False
2024,2030,0.47,0.63,0.51,0.55,262.4,22.4,196.4,1205,1141,24.5,36.2,18.3,84.6,5292,5.72,False,True,,,1973.7341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True,False,False,True,False,False,False,True
2024,1870,0.54,0.73,0.57,0.6,285.5,11.1,296.2,1298,1150,26.6,35.4,18.1,63.5,5292,6.61,False,True,,,1975.9628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,True,False,True,False,False,False,True
2023,3335,0.36,0.65,0.54,0.74,329.0,15.3,211.7,1579,904,26.8,32.1,18.5,65.1,5292,5.56,True,False,,,3371.5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False
2023,1997,0.4,0.59,0.48,0.74,349.0,10.8,216.7,1432,1018,25.1,34.0,21.9,64.6,5292,5.42,True,False,,,2263.3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True
2023,2151,0.47,0.57,0.47,0.56,246.4,20.0,236.5,1236,1188,24.8,35.1,20.2,82.3,5292,6.91,True,False,,,2049.7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False,True,True
2023,4696,0.41,0.69,0.56,0.47,281.1,17.1,297.5,1479,964,25.9,32.5,21.9,76.4,5292,5.02,False,False,,,4420.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,True,False,True,False,False,False,False,True
2023,3397,0.49,0.63,0.63,0.72,253.8,18.8,186.2,1548,1045,25.2,34.1,19.7,63.8,5292,7.0,False,False,,,2963.277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True
2023,2762,0.5,0.71,0.52,0.46,239.7,11.3,252.2,1501,1123,24.1,32.2,19.2,71.0,5292,6.35,False,False,,,2672.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,True,True,False,True,False,False,False,True
2023,2186,0.37,0.68,0.6,0.69,356.7,11.6,257.4,1380,1138,24.5,32.5,20.0,75.4,5292,6.66,False,True,,,2156.5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,True
2023,1951,0.45,0.71,0.58,0.75,381.9,8.7,241.1,1294,1076,26.1,34.4,19.8,62.1,5292,5.59,False,True,,,2155.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True
2023,2313,0.45,0.6,0.64,0.75,274.0,13.5,163.3,1298,1166,26.0,32.8,18.4,82.1,5292,5.03,False,True,,,2243.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,True,True
2024,3410,0.42,0.69,0.61,0.78,350.3,17.5,251.5,1387,1181,24.1,35.4,20.6,80.1,5292,6.48,True,False,,,3387.5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,False,True
2024,1567,0.54,0.6,0.56,0.84,379.4,22.6,159.6,1315,962,24.7,36.1,18.9,72.6,5292,6.67,True,False,,,2296.4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,True,False,True,False,False,False,False,True
2024,2097,0.52,0.74,0.58,0.65,369.2,19.3,239.4,1390,1116,24.7,36.8,20.5,84.2,5292,6.48,True,False,,,2042.4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,False,False,True,False,True
2024,4113,0.49,0.68,0.63,0.77,236.6,15.4,260.9,1452,1182,26.0,33.2,20.6,70.4,5292,5.29,False,False,,,4026.0427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,True,False,False,False,False,False,False,True
2024,3096,0.49,0.61,0.53,0.71,391.3,24.2,181.6,1360,1076,24.1,33.0,18.6,84.6,5292,6.51,False,False,,,2991.9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False,False,True
2024,2814,0.44,0.6,0.52,0.49,275.3,20.2,276.2,1455,997,24.3,32.6,18.2,76.7,5292,6.54,False,False,,,2676.4846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,True
2024,2397,0.53,0.59,0.45,0.41,267.8,23.8,154.6,1522,1004,26.4,35.8,21.1,75.9,5292,6.32,False,True,,,2174.6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True
2024,2127,0.49,0.69,0.62,0.54,212.5,17.0,276.6,1327,998,24.5,36.2,19.8,64.1,5292,6.53,False,True,,,2132.0437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False
2024,2282,0.5,0.59,0.61,0.62,297.2,12.4,219.0,1217,905,26.0,32.2,18.2,82.0,5292,6.69,False,True,,,2181.2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,True
2023,3551,0.52,0.67,0.47,0.71,221.8,8.9,182.6,1480,1096,24.7,37.6,22.0,70.7,5110,6.23,True,False,,,3318.5598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,True
2023,1928,0.4,0.6,0.57,0.82,249.7,20.3,170.1,1422,1032,24.3,32.3,18.2,64.1,5110,5.18,True,False,,,2160.0244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True
2023,1559,0.51,0.68,0.54,0.5,263.4,10.1,293.0,1253,1158,24.7,35.2,20.8,60.3,5110,5.98,True,False,,,1875.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False
2023,4488,0.39,0.71,0.47,0.46,361.8,13.1,160.9,1257,922,26.2,36.3,21.9,74.0,5110,5.16,False,False,,,4295.963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,True,True
2023,2756,0.42,0.71,0.65,0.88,375.1,17.1,179.9,1522,952,26.6,37.2,19.0,73.2,5110,5.82,False,False,,,2807.3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True
2023,2722,0.42,0.7,0.49,0.45,260.5,17.6,202.2,1559,1064,26.5,36.3,18.6,78.0,5110,5.81,False,False,,,2484.3623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False
2023,1722,0.55,0.59,0.46,0.64,371.7,18.2,243.0,1373,1101,25.2,36.8,18.5,82.3,5110,5.13,False,True,,,1969.3375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True
2023,1846,0.52,0.57,0.57,0.69,371.4,10.8,231.7,1479,982,26.0,34.0,19.2,62.0,5110,5.7,False,True,,,2022.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,True,False,False,False,True
2023,2317,0.49,0.69,0.6,0.67,352.9,14.5,168.8,1313,1044,24.6,36.9,18.4,78.3,5110,5.22,False,True,,,2018.2913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,True,True,False,False,False,False,True
2024,3220,0.5,0.62,0.46,0.44,229.3,18.5,193.5,1487,984,24.9,32.5,20.8,64.7,5110,6.62,True,False,,,3321.6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,True
2024,2091,0.46,0.64,0.58,0.43,338.1,24.5,185.8,1541,977,26.7,37.4,18.2,81.5,5110,6.9,True,False,,,2173.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,False,False,False,False,False,True,True
2024,1864,0.54,0.56,0.56,0.45,389.0,20.4,182.0,1350,900,24.0,35.3,20.0,80.5,5110,5.14,True,False,,,1885.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False
2024,4116,0.45,0.6,0.47,0.69,336.5,23.7,211.7,1326,950,24.3,36.9,22.0,73.5,5110,6.91,False,False,,,4068.4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,True,False,False,False,False,True
2024,2861,0.43,0.56,0.48,0.67,266.3,21.0,255.6,1354,1072,24.6,34.7,21.3,77.8,5110,6.05,False,False,,,2752.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,True
2024,1963,0.38,0.73,0.56,0.52,300.1,18.1,182.6,1585,1104,24.1,35.9,20.5,67.9,5110,5.6,False,False,,,2457.4048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False
2024,2107,0.51,0.6,0.51,0.72,329.1,11.3,205.0,1472,1159,24.5,35.2,19.2,71.8,5110,5.15,False,True,,,1991.0916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,True
2024,2468,0.5,0.66,0.64,0.81,302.1,19.3,208.6,1303,1187,25.7,36.4,20.5,80.5,5110,6.0,False,True,,,2035.5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True
2024,2038,0.43,0.56,0.61,0.42,224.0,18.6,296.5,1592,933,25.3,32.5,20.1,71.5,5110,6.59,False,True,,,2010.0486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,True,False,False,False,False,False,True
2023,3745,0.36,0.68,0.65,0.65,262.4,18.2,293.2,1498,994,26.7,32.4,19.7,68.9,5110,6.41,True,False,,,3318.7478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False
2023,2248,0.52,0.61,0.5,0.74,360.5,16.3,270.0,1445,971,26.5,33.5,18.5,72.4,5110,5.1,True,False,,,2135.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,True
2023,1607,0.35,0.73,0.64,0.53,372.3,17.0,186.2,1375,938,25.0,33.0,21.5,80.7,5110,5.15,True,False,,,1750.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True
2023,4830,0.49,0.73,0.54,0.55,227.5,13.7,160.2,1238,1053,24.8,37.2,19.8,68.4,5110,5.81,False,False,,,4422.7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True,False,False,False,False,False,True
2023,2932,0.54,0.62,0.52,0.71,390.5,16.8,197.5,1369,1149,25.1,33.3,18.8,64.3,5110,5.59,False,False,,,2766.7903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False
2023,2995,0.44,0.73,0.46,0.85,265.8,11.4,190.0,1446,1061,25.8,37.9,19.5,77.8,5110,5.46,False,False,,,2470.1438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,True,False,False,False,True,True
2023,1928,0.4,0.75,0.46,0.8,332.5,21.7,225.9,1225,1017,24.8,34.0,19.7,80.6,5110,5.56,False,True,,,2111.5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False
2023,2561,0.49,0.72,0.59,0.69,350.4,11.2,266.7,1554,1158,25.9,33.1,21.3,62.5,5110,6.61,False,True,,,2140.766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False
